ru,fog,packet_id,created_at_us,fronthaul_latency_us,end_to_end_latency_us
RU:0,Fog:0,10,144.00000000000003,132.20000000000002,204.4
RU:1,Fog:1,10,144.00000000000003,132.20000000000002,204.4
RU:2,Fog:2,10,144.00000000000003,132.20000000000002,204.4
RU:3,Fog:3,10,144.00000000000003,132.20000000000002,204.4
RU:0,Fog:0,11,158.40000000000003,132.2,204.39999999999998
RU:1,Fog:1,11,158.40000000000003,132.2,204.39999999999998
RU:2,Fog:2,11,158.40000000000003,132.2,204.39999999999998
RU:3,Fog:3,11,158.40000000000003,132.2,204.39999999999998
RU:0,Fog:0,12,172.80000000000004,132.19999999999996,204.39999999999995
RU:1,Fog:1,12,172.80000000000004,132.19999999999996,204.39999999999995
RU:2,Fog:2,12,172.80000000000004,132.19999999999996,204.39999999999995
RU:3,Fog:3,12,172.80000000000004,132.19999999999996,204.39999999999995
RU:0,Fog:0,13,187.20000000000005,132.2,204.39999999999998
RU:1,Fog:1,13,187.20000000000005,132.2,204.39999999999998
RU:2,Fog:2,13,187.20000000000005,132.2,204.39999999999998
RU:3,Fog:3,13,187.20000000000005,132.2,204.39999999999998
RU:0,Fog:0,14,201.60000000000005,132.20000000000002,204.4
RU:1,Fog:1,14,201.60000000000005,132.20000000000002,204.4
RU:2,Fog:2,14,201.60000000000005,132.20000000000002,204.4
RU:3,Fog:3,14,201.60000000000005,132.20000000000002,204.4
RU:0,Fog:0,15,216.00000000000006,132.2,204.39999999999998
RU:1,Fog:1,15,216.00000000000006,132.2,204.39999999999998
RU:2,Fog:2,15,216.00000000000006,132.2,204.39999999999998
RU:3,Fog:3,15,216.00000000000006,132.2,204.39999999999998
RU:0,Fog:0,16,230.40000000000006,132.19999999999996,204.39999999999995
RU:1,Fog:1,16,230.40000000000006,132.19999999999996,204.39999999999995
RU:2,Fog:2,16,230.40000000000006,132.19999999999996,204.39999999999995
RU:3,Fog:3,16,230.40000000000006,132.19999999999996,204.39999999999995
RU:0,Fog:0,17,244.80000000000007,132.2,204.39999999999998
RU:1,Fog:1,17,244.80000000000007,132.2,204.39999999999998
RU:2,Fog:2,17,244.80000000000007,132.2,204.39999999999998
RU:3,Fog:3,17,244.80000000000007,132.2,204.39999999999998
RU:0,Fog:0,18,259.20000000000005,132.2,204.39999999999998
RU:1,Fog:1,18,259.20000000000005,132.2,204.39999999999998
RU:2,Fog:2,18,259.20000000000005,132.2,204.39999999999998
RU:3,Fog:3,18,259.20000000000005,132.2,204.39999999999998
RU:0,Fog:0,19,273.6,132.2,204.39999999999998
RU:1,Fog:1,19,273.6,132.2,204.39999999999998
RU:2,Fog:2,19,273.6,132.2,204.39999999999998
RU:3,Fog:3,19,273.6,132.2,204.39999999999998
RU:0,Fog:0,20,288.0,132.2,204.39999999999998
RU:1,Fog:1,20,288.0,132.2,204.39999999999998
RU:2,Fog:2,20,288.0,132.2,204.39999999999998
RU:3,Fog:3,20,288.0,132.2,204.39999999999998
RU:0,Fog:0,21,302.4,132.2,204.39999999999998
RU:1,Fog:1,21,302.4,132.2,204.39999999999998
RU:2,Fog:2,21,302.4,132.2,204.39999999999998
RU:3,Fog:3,21,302.4,132.2,204.39999999999998
RU:0,Fog:0,22,316.79999999999995,132.2,204.39999999999998
RU:1,Fog:1,22,316.79999999999995,132.2,204.39999999999998
RU:2,Fog:2,22,316.79999999999995,132.2,204.39999999999998
RU:3,Fog:3,22,316.79999999999995,132.2,204.39999999999998
RU:0,Fog:0,23,331.19999999999993,132.2,204.39999999999998
RU:1,Fog:1,23,331.19999999999993,132.2,204.39999999999998
RU:2,Fog:2,23,331.19999999999993,132.2,204.39999999999998
RU:3,Fog:3,23,331.19999999999993,132.2,204.39999999999998
RU:0,Fog:0,24,345.5999999999999,132.2,204.39999999999998
RU:1,Fog:1,24,345.5999999999999,132.2,204.39999999999998
RU:2,Fog:2,24,345.5999999999999,132.2,204.39999999999998
RU:3,Fog:3,24,345.5999999999999,132.2,204.39999999999998
RU:0,Fog:0,25,359.9999999999999,132.2,204.39999999999998
RU:1,Fog:1,25,359.9999999999999,132.2,204.39999999999998
RU:2,Fog:2,25,359.9999999999999,132.2,204.39999999999998
RU:3,Fog:3,25,359.9999999999999,132.2,204.39999999999998
RU:0,Fog:0,26,374.39999999999986,132.2,204.39999999999998
RU:1,Fog:1,26,374.39999999999986,132.2,204.39999999999998
RU:2,Fog:2,26,374.39999999999986,132.2,204.39999999999998
RU:3,Fog:3,26,374.39999999999986,132.2,204.39999999999998
RU:0,Fog:0,27,388.79999999999984,132.19999999999993,204.39999999999998
RU:1,Fog:1,27,388.79999999999984,132.19999999999993,204.39999999999998
RU:2,Fog:2,27,388.79999999999984,132.19999999999993,204.39999999999998
RU:3,Fog:3,27,388.79999999999984,132.19999999999993,204.39999999999998
RU:0,Fog:0,28,403.1999999999998,132.20000000000005,204.4000000000001
RU:1,Fog:1,28,403.1999999999998,132.20000000000005,204.4000000000001
