ru,fog,packet_id,created_at_us,fronthaul_latency_us,end_to_end_latency_us
RU:3,Fog:3,170,2448.0000000000077,132.19999999999982,204.39999999999964
RU:0,Fog:0,171,2462.400000000008,132.19999999999982,204.39999999999964
RU:1,Fog:1,171,2462.400000000008,132.19999999999982,204.39999999999964
RU:2,Fog:2,171,2462.400000000008,132.19999999999982,204.39999999999964
RU:3,Fog:3,171,2462.400000000008,132.19999999999982,204.39999999999964
RU:0,Fog:0,172,2476.800000000008,132.19999999999982,204.39999999999964
RU:1,Fog:1,172,2476.800000000008,132.19999999999982,204.39999999999964
RU:2,Fog:2,172,2476.800000000008,132.19999999999982,204.39999999999964
RU:3,Fog:3,172,2476.800000000008,132.19999999999982,204.39999999999964
RU:0,Fog:0,173,2491.200000000008,132.19999999999982,204.39999999999964
RU:1,Fog:1,173,2491.200000000008,132.19999999999982,204.39999999999964
RU:2,Fog:2,173,2491.200000000008,132.19999999999982,204.39999999999964
RU:3,Fog:3,173,2491.200000000008,132.19999999999982,204.39999999999964
RU:0,Fog:0,174,2505.600000000008,132.19999999999982,204.39999999999964
RU:1,Fog:1,174,2505.600000000008,132.19999999999982,204.39999999999964
RU:2,Fog:2,174,2505.600000000008,132.19999999999982,204.39999999999964
RU:3,Fog:3,174,2505.600000000008,132.19999999999982,204.39999999999964
RU:0,Fog:0,175,2520.000000000008,132.19999999999982,204.39999999999964
RU:1,Fog:1,175,2520.000000000008,132.19999999999982,204.39999999999964
RU:2,Fog:2,175,2520.000000000008,132.19999999999982,204.39999999999964
RU:3,Fog:3,175,2520.000000000008,132.19999999999982,204.39999999999964
RU:0,Fog:0,176,2534.4000000000083,132.19999999999982,204.39999999999964
RU:1,Fog:1,176,2534.4000000000083,132.19999999999982,204.39999999999964
RU:2,Fog:2,176,2534.4000000000083,132.19999999999982,204.39999999999964
RU:3,Fog:3,176,2534.4000000000083,132.19999999999982,204.39999999999964
RU:0,Fog:0,177,2548.8000000000084,132.19999999999982,204.39999999999964
RU:1,Fog:1,177,2548.8000000000084,132.19999999999982,204.39999999999964
RU:2,Fog:2,177,2548.8000000000084,132.19999999999982,204.39999999999964
RU:3,Fog:3,177,2548.8000000000084,132.19999999999982,204.39999999999964
RU:0,Fog:0,178,2563.2000000000085,132.19999999999982,204.39999999999964
RU:1,Fog:1,178,2563.2000000000085,132.19999999999982,204.39999999999964
RU:2,Fog:2,178,2563.2000000000085,132.19999999999982,204.39999999999964
RU:3,Fog:3,178,2563.2000000000085,132.19999999999982,204.39999999999964
RU:0,Fog:0,179,2577.6000000000085,132.19999999999982,204.39999999999964
RU:1,Fog:1,179,2577.6000000000085,132.19999999999982,204.39999999999964
RU:2,Fog:2,179,2577.6000000000085,132.19999999999982,204.39999999999964
RU:3,Fog:3,179,2577.6000000000085,132.19999999999982,204.39999999999964
RU:0,Fog:0,180,2592.0000000000086,132.19999999999982,204.39999999999964
RU:1,Fog:1,180,2592.0000000000086,132.19999999999982,204.39999999999964
RU:2,Fog:2,180,2592.0000000000086,132.19999999999982,204.39999999999964
RU:3,Fog:3,180,2592.0000000000086,132.19999999999982,204.39999999999964
RU:0,Fog:0,181,2606.4000000000087,132.19999999999982,204.39999999999964
RU:1,Fog:1,181,2606.4000000000087,132.19999999999982,204.39999999999964
RU:2,Fog:2,181,2606.4000000000087,132.19999999999982,204.39999999999964
RU:3,Fog:3,181,2606.4000000000087,132.19999999999982,204.39999999999964
RU:0,Fog:0,182,2620.800000000009,132.19999999999982,204.39999999999964
RU:1,Fog:1,182,2620.800000000009,132.19999999999982,204.39999999999964
RU:2,Fog:2,182,2620.800000000009,132.19999999999982,204.39999999999964
RU:3,Fog:3,182,2620.800000000009,132.19999999999982,204.39999999999964
RU:0,Fog:0,183,2635.200000000009,132.19999999999982,204.39999999999964
RU:1,Fog:1,183,2635.200000000009,132.19999999999982,204.39999999999964
RU:2,Fog:2,183,2635.200000000009,132.19999999999982,204.39999999999964
RU:3,Fog:3,183,2635.200000000009,132.19999999999982,204.39999999999964
RU:0,Fog:0,184,2649.600000000009,132.19999999999982,204.39999999999964
RU:1,Fog:1,184,2649.600000000009,132.19999999999982,204.39999999999964
RU:2,Fog:2,184,2649.600000000009,132.19999999999982,204.39999999999964
RU:3,Fog:3,184,2649.600000000009,132.19999999999982,204.39999999999964
RU:0,Fog:0,185,2664.000000000009,132.19999999999982,204.39999999999964
RU:1,Fog:1,185,2664.000000000009,132.19999999999982,204.39999999999964
RU:2,Fog:2,185,2664.000000000009,132.19999999999982,204.39999999999964
RU:3,Fog:3,185,2664.000000000009,132.19999999999982,204.39999999999964
RU:0,Fog:0,186,2678.400000000009,132.19999999999982,204.39999999999964
RU:1,Fog:1,186,2678.400000000009,132.19999999999982,204.39999999999964
RU:2,Fog:2,186,2678.400000000009,132.19999999999982,204.39999999999964
RU:3,Fog:3,186,2678.400000000009,132.19999999999982,204.39999999999964
RU:0,Fog:0,187,2692.8000000000093,132.19999999999982,204.39999999999964
RU:1,Fog:1,187,2692.8000000000093,132.19999999999982,204.39999999999964
RU:2,Fog:2,187,2692.8000000000093,132.19999999999982,204.39999999999964
RU:3,Fog:3,187,2692.8000000000093,132.19999999999982,204.39999999999964
RU:0,Fog:0,188,2707.2000000000094,132.19999999999982,204.39999999999964
RU:1,Fog:1,188,2707.2000000000094,132.19999999999982,204.39999999999964
RU:2,Fog:2,188,2707.2000000000094,132.19999999999982,204.39999999999964
RU:3,Fog:3,188,2707.2000000000094,132.19999999999982,204.39999999999964
RU:0,Fog:0,189,2721.6000000000095,132.19999999999982,204.39999999999964
RU:1,Fog:1,189,2721.6000000000095,132.19999999999982,204.39999999999964
RU:2,Fog:2,189,2721.6000000000095,132.19999999999982,204.39999999999964
RU:3,Fog:3,189,2721.6000000000095,132.19999999999982,204.39999999999964
RU:0,Fog:0,190,2736.0000000000095,132.19999999999982,204.39999999999964
RU:1,Fog:1,190,2736.0000000000095,132.19999999999982,204.39999999999964
RU:2,Fog:2,190,2736.0000000000095,132.19999999999982,204.39999999999964
RU:3,Fog:3,190,2736.0000000000095,132.19999999999982,204.39999999999964
RU:0,Fog:0,191,2750.4000000000096,132.19999999999982,204.39999999999964
RU:1,Fog:1,191,2750.4000000000096,132.19999999999982,204.39999999999964
RU:2,Fog:2,191,2750.4000000000096,132.19999999999982,204.39999999999964
RU:3,Fog:3,191,2750.4000000000096,132.19999999999982,204.39999999999964
RU:0,Fog:0,192,2764.8000000000097,132.19999999999982,204.39999999999964
RU:1,Fog:1,192,2764.8000000000097,132.19999999999982,204.39999999999964
RU:2,Fog:2,192,2764.8000000000097,132.19999999999982,204.39999999999964
RU:3,Fog:3,192,2764.8000000000097,132.19999999999982,204.39999999999964
RU:0,Fog:0,193,2779.20000000001,132.19999999999982,204.39999999999964
RU:1,Fog:1,193,2779.20000000001,132.19999999999982,204.39999999999964
RU:2,Fog:2,193,2779.20000000001,132.19999999999982,204.39999999999964
RU:3,Fog:3,193,2779.20000000001,132.19999999999982,204.39999999999964
RU:0,Fog:0,194,2793.60000000001,132.19999999999982,204.39999999999964
RU:1,Fog:1,194,2793.60000000001,132.19999999999982,204.39999999999964
RU:2,Fog:2,194,2793.60000000001,132.19999999999982,204.39999999999964
RU:3,Fog:3,194,2793.60000000001,132.19999999999982,204.39999999999964
RU:0,Fog:0,195,2808.00000000001,132.19999999999982,204.39999999999964
RU:1,Fog:1,195,2808.00000000001,132.19999999999982,204.39999999999964
RU:2,Fog:2,195,2808.00000000001,132.19999999999982,204.39999999999964
RU:3,Fog:3,195,2808.00000000001,132.19999999999982,204.39999999999964
RU:0,Fog:0,196,2822.40000000001,132.19999999999982,204.39999999999964
RU:1,Fog:1,196,2822.40000000001,132.19999999999982,204.39999999999964
RU:2,Fog:2,196,2822.40000000001,132.19999999999982,204.39999999999964
RU:3,Fog:3,196,2822.40000000001,132.19999999999982,204.39999999999964
RU:0,Fog:0,197,2836.80000000001,132.19999999999982,204.39999999999964
RU:1,Fog:1,197,2836.80000000001,132.19999999999982,204.39999999999964
RU:2,Fog:2,197,2836.80000000001,132.19999999999982,204.39999999999964
RU:3,Fog:3,197,2836.80000000001,132.19999999999982,204.39999999999964
RU:0,Fog:0,198,2851.2000000000103,132.19999999999982,204.39999999999964
RU:1,Fog:1,198,2851.2000000000103,132.19999999999982,204.39999999999964
RU:2,Fog:2,198,2851.2000000000103,132.19999999999982,204.39999999999964
RU:3,Fog:3,198,2851.2000000000103,132.19999999999982,204.39999999999964
RU:0,Fog:0,199,2865.6000000000104,132.19999999999982,204.39999999999964
RU:1,Fog:1,199,2865.6000000000104,132.19999999999982,204.39999999999964
RU:2,Fog:2,199,2865.6000000000104,132.19999999999982,204.39999999999964
RU:3,Fog:3,199,2865.6000000000104,132.19999999999982,204.39999999999964
RU:0,Fog:0,200,2880.0000000000105,132.19999999999982,204.39999999999964
RU:1,Fog:1,200,2880.0000000000105,132.19999999999982,204.39999999999964
RU:2,Fog:2,200,2880.0000000000105,132.19999999999982,204.39999999999964
RU:3,Fog:3,200,2880.0000000000105,132.19999999999982,204.39999999999964
RU:0,Fog:0,201,2894.4000000000106,132.19999999999982,204.39999999999964
RU:1,Fog:1,201,2894.4000000000106,132.19999999999982,204.39999999999964
RU:2,Fog:2,201,2894.4000000000106,132.19999999999982,204.39999999999964
RU:3,Fog:3,201,2894.4000000000106,132.19999999999982,204.39999999999964
RU:0,Fog:0,202,2908.8000000000106,132.19999999999982,204.39999999999964
RU:1,Fog:1,202,2908.8000000000106,132.19999999999982,204.39999999999964
RU:2,Fog:2,202,2908.8000000000106,132.19999999999982,204.39999999999964
RU:3,Fog:3,202,2908.8000000000106,132.19999999999982,204.39999999999964
RU:0,Fog:0,203,2923.2000000000107,132.19999999999982,204.39999999999964
RU:1,Fog:1,203,2923.2000000000107,132.19999999999982,204.39999999999964
RU:2,Fog:2,203,2923.2000000000107,132.19999999999982,204.39999999999964
RU:3,Fog:3,203,2923.2000000000107,132.19999999999982,204.39999999999964
RU:0,Fog:0,204,2937.600000000011,132.19999999999982,204.39999999999964
RU:1,Fog:1,204,2937.600000000011,132.19999999999982,204.39999999999964
RU:2,Fog:2,204,2937.600000000011,132.19999999999982,204.39999999999964
RU:3,Fog:3,204,2937.600000000011,132.19999999999982,204.39999999999964
RU:0,Fog:0,205,2952.000000000011,132.19999999999982,204.39999999999964
RU:1,Fog:1,205,2952.000000000011,132.19999999999982,204.39999999999964
RU:2,Fog:2,205,2952.000000000011,132.19999999999982,204.39999999999964
RU:3,Fog:3,205,2952.000000000011,132.19999999999982,204.39999999999964
RU:0,Fog:0,206,2966.400000000011,132.19999999999982,204.39999999999964
RU:1,Fog:1,206,2966.400000000011,132.19999999999982,204.39999999999964
RU:2,Fog:2,206,2966.400000000011,132.19999999999982,204.39999999999964
RU:3,Fog:3,206,2966.400000000011,132.19999999999982,204.39999999999964
RU:0,Fog:0,207,2980.800000000011,132.19999999999982,204.39999999999964
RU:1,Fog:1,207,2980.800000000011,132.19999999999982,204.39999999999964
RU:2,Fog:2,207,2980.800000000011,132.19999999999982,204.39999999999964
RU:3,Fog:3,207,2980.800000000011,132.19999999999982,204.39999999999964
RU:0,Fog:0,208,2995.200000000011,132.19999999999982,204.39999999999964
RU:1,Fog:1,208,2995.200000000011,132.19999999999982,204.39999999999964
RU:2,Fog:2,208,2995.200000000011,132.19999999999982,204.39999999999964
RU:3,Fog:3,208,2995.200000000011,132.19999999999982,204.39999999999964
RU:0,Fog:0,209,3009.6000000000113,132.19999999999982,204.39999999999964
RU:1,Fog:1,209,3009.6000000000113,132.19999999999982,204.39999999999964
RU:2,Fog:2,209,3009.6000000000113,132.19999999999982,204.39999999999964
RU:3,Fog:3,209,3009.6000000000113,132.19999999999982,204.39999999999964
RU:0,Fog:0,210,3024.0000000000114,132.19999999999982,204.39999999999964
RU:1,Fog:1,210,3024.0000000000114,132.19999999999982,204.39999999999964
RU:2,Fog:2,210,3024.0000000000114,132.19999999999982,204.39999999999964
RU:3,Fog:3,210,3024.0000000000114,132.19999999999982,204.39999999999964
RU:0,Fog:0,211,3038.4000000000115,132.19999999999982,204.39999999999964
RU:1,Fog:1,211,3038.4000000000115,132.19999999999982,204.39999999999964
RU:2,Fog:2,211,3038.4000000000115,132.19999999999982,204.39999999999964
RU:3,Fog:3,211,3038.4000000000115,132.19999999999982,204.39999999999964
RU:0,Fog:0,212,3052.8000000000116,132.19999999999982,204.39999999999964
RU:1,Fog:1,212,3052.8000000000116,132.19999999999982,204.39999999999964
RU:2,Fog:2,212,3052.8000000000116,132.19999999999982,204.39999999999964
RU:3,Fog:3,212,3052.8000000000116,132.19999999999982,204.39999999999964
RU:0,Fog:0,213,3067.2000000000116,132.19999999999982,204.39999999999964
RU:1,Fog:1,213,3067.2000000000116,132.19999999999982,204.39999999999964
RU:2,Fog:2,213,3067.2000000000116,132.19999999999982,204.39999999999964
RU:3,Fog:3,213,3067.2000000000116,132.19999999999982,204.39999999999964
RU:0,Fog:0,214,3081.6000000000117,132.19999999999982,204.39999999999964
RU:1,Fog:1,214,3081.6000000000117,132.19999999999982,204.39999999999964
RU:2,Fog:2,214,3081.6000000000117,132.19999999999982,204.39999999999964
RU:3,Fog:3,214,3081.6000000000117,132.19999999999982,204.39999999999964
RU:0,Fog:0,215,3096.000000000012,132.19999999999982,204.39999999999964
RU:1,Fog:1,215,3096.000000000012,132.19999999999982,204.39999999999964
RU:2,Fog:2,215,3096.000000000012,132.19999999999982,204.39999999999964
RU:3,Fog:3,215,3096.000000000012,132.19999999999982,204.39999999999964
RU:0,Fog:0,216,3110.400000000012,132.19999999999982,204.39999999999964
RU:1,Fog:1,216,3110.400000000012,132.19999999999982,204.39999999999964
RU:2,Fog:2,216,3110.400000000012,132.19999999999982,204.39999999999964
RU:3,Fog:3,216,3110.400000000012,132.19999999999982,204.39999999999964
RU:0,Fog:0,217,3124.800000000012,132.19999999999982,204.39999999999964
RU:1,Fog:1,217,3124.800000000012,132.19999999999982,204.39999999999964
RU:2,Fog:2,217,3124.800000000012,132.19999999999982,204.39999999999964
RU:3,Fog:3,217,3124.800000000012,132.19999999999982,204.39999999999964
RU:0,Fog:0,218,3139.200000000012,132.19999999999982,204.39999999999964
RU:1,Fog:1,218,3139.200000000012,132.19999999999982,204.39999999999964
RU:2,Fog:2,218,3139.200000000012,132.19999999999982,204.39999999999964
RU:3,Fog:3,218,3139.200000000012,132.19999999999982,204.39999999999964
RU:0,Fog:0,219,3153.600000000012,132.19999999999982,204.39999999999964
RU:1,Fog:1,219,3153.600000000012,132.19999999999982,204.39999999999964
RU:2,Fog:2,219,3153.600000000012,132.19999999999982,204.39999999999964
RU:3,Fog:3,219,3153.600000000012,132.19999999999982,204.39999999999964
RU:0,Fog:0,220,3168.0000000000123,132.19999999999982,204.39999999999964
RU:1,Fog:1,220,3168.0000000000123,132.19999999999982,204.39999999999964
RU:2,Fog:2,220,3168.0000000000123,132.19999999999982,204.39999999999964
RU:3,Fog:3,220,3168.0000000000123,132.19999999999982,204.39999999999964
RU:0,Fog:0,221,3182.4000000000124,132.19999999999982,204.39999999999964
RU:1,Fog:1,221,3182.4000000000124,132.19999999999982,204.39999999999964
RU:2,Fog:2,221,3182.4000000000124,132.19999999999982,204.39999999999964
RU:3,Fog:3,221,3182.4000000000124,132.19999999999982,204.39999999999964
RU:0,Fog:0,222,3196.8000000000125,132.19999999999982,204.39999999999964
RU:1,Fog:1,222,3196.8000000000125,132.19999999999982,204.39999999999964
RU:2,Fog:2,222,3196.8000000000125,132.19999999999982,204.39999999999964
RU:3,Fog:3,222,3196.8000000000125,132.19999999999982,204.39999999999964
RU:0,Fog:0,223,3211.2000000000126,132.19999999999982,204.39999999999964
RU:1,Fog:1,223,3211.2000000000126,132.19999999999982,204.39999999999964
RU:2,Fog:2,223,3211.2000000000126,132.19999999999982,204.39999999999964
RU:3,Fog:3,223,3211.2000000000126,132.19999999999982,204.39999999999964
RU:0,Fog:0,224,3225.6000000000126,132.19999999999982,204.39999999999964
RU:1,Fog:1,224,3225.6000000000126,132.19999999999982,204.39999999999964
RU:2,Fog:2,224,3225.6000000000126,132.19999999999982,204.39999999999964
RU:3,Fog:3,224,3225.6000000000126,132.19999999999982,204.39999999999964
RU:0,Fog:0,225,3240.0000000000127,132.19999999999982,204.39999999999964
RU:1,Fog:1,225,3240.0000000000127,132.19999999999982,204.39999999999964
RU:2,Fog:2,225,3240.0000000000127,132.19999999999982,204.39999999999964
RU:3,Fog:3,225,3240.0000000000127,132.19999999999982,204.39999999999964
RU:0,Fog:0,226,3254.400000000013,132.19999999999982,204.39999999999964
RU:1,Fog:1,226,3254.400000000013,132.19999999999982,204.39999999999964
RU:2,Fog:2,226,3254.400000000013,132.19999999999982,204.39999999999964
RU:3,Fog:3,226,3254.400000000013,132.19999999999982,204.39999999999964
RU:0,Fog:0,227,3268.800000000013,132.19999999999982,204.39999999999964
RU:1,Fog:1,227,3268.800000000013,132.19999999999982,204.39999999999964
RU:2,Fog:2,227,3268.800000000013,132.19999999999982,204.39999999999964
RU:3,Fog:3,227,3268.800000000013,132.19999999999982,204.39999999999964
RU:0,Fog:0,228,3283.200000000013,132.19999999999982,204.39999999999964
RU:1,Fog:1,228,3283.200000000013,132.19999999999982,204.39999999999964
RU:2,Fog:2,228,3283.200000000013,132.19999999999982,204.39999999999964
RU:3,Fog:3,228,3283.200000000013,132.19999999999982,204.39999999999964
RU:0,Fog:0,229,3297.600000000013,132.19999999999982,204.39999999999964
RU:1,Fog:1,229,3297.600000000013,132.19999999999982,204.39999999999964
RU:2,Fog:2,229,3297.600000000013,132.19999999999982,204.39999999999964
RU:3,Fog:3,229,3297.600000000013,132.19999999999982,204.39999999999964
RU:0,Fog:0,230,3312.000000000013,132.19999999999982,204.39999999999964
RU:1,Fog:1,230,3312.000000000013,132.19999999999982,204.39999999999964
RU:2,Fog:2,230,3312.000000000013,132.19999999999982,204.39999999999964
RU:3,Fog:3,230,3312.000000000013,132.19999999999982,204.39999999999964
RU:0,Fog:0,231,3326.4000000000133,132.19999999999982,204.39999999999964
RU:1,Fog:1,231,3326.4000000000133,132.19999999999982,204.39999999999964
RU:2,Fog:2,231,3326.4000000000133,132.19999999999982,204.39999999999964
RU:3,Fog:3,231,3326.4000000000133,132.19999999999982,204.39999999999964
RU:0,Fog:0,232,3340.8000000000134,132.19999999999982,204.39999999999964
RU:1,Fog:1,232,3340.8000000000134,132.19999999999982,204.39999999999964
RU:2,Fog:2,232,3340.8000000000134,132.19999999999982,204.39999999999964
RU:3,Fog:3,232,3340.8000000000134,132.19999999999982,204.39999999999964
RU:0,Fog:0,233,3355.2000000000135,132.19999999999982,204.39999999999964
RU:1,Fog:1,233,3355.2000000000135,132.19999999999982,204.39999999999964
RU:2,Fog:2,233,3355.2000000000135,132.19999999999982,204.39999999999964
RU:3,Fog:3,233,3355.2000000000135,132.19999999999982,204.39999999999964
RU:0,Fog:0,234,3369.6000000000136,132.19999999999982,204.39999999999964
RU:1,Fog:1,234,3369.6000000000136,132.19999999999982,204.39999999999964
RU:2,Fog:2,234,3369.6000000000136,132.19999999999982,204.39999999999964
RU:3,Fog:3,234,3369.6000000000136,132.19999999999982,204.39999999999964
RU:0,Fog:0,235,3384.0000000000136,132.19999999999982,204.39999999999964
RU:1,Fog:1,235,3384.0000000000136,132.19999999999982,204.39999999999964
RU:2,Fog:2,235,3384.0000000000136,132.19999999999982,204.39999999999964
RU:3,Fog:3,235,3384.0000000000136,132.19999999999982,204.39999999999964
RU:0,Fog:0,236,3398.4000000000137,132.19999999999982,204.39999999999964
RU:1,Fog:1,236,3398.4000000000137,132.19999999999982,204.39999999999964
RU:2,Fog:2,236,3398.4000000000137,132.19999999999982,204.39999999999964
RU:3,Fog:3,236,3398.4000000000137,132.19999999999982,204.39999999999964
RU:0,Fog:0,237,3412.800000000014,132.19999999999982,204.39999999999964
RU:1,Fog:1,237,3412.800000000014,132.19999999999982,204.39999999999964
RU:2,Fog:2,237,3412.800000000014,132.19999999999982,204.39999999999964
RU:3,Fog:3,237,3412.800000000014,132.19999999999982,204.39999999999964
RU:0,Fog:0,238,3427.200000000014,132.19999999999982,204.39999999999964
RU:1,Fog:1,238,3427.200000000014,132.19999999999982,204.39999999999964
RU:2,Fog:2,238,3427.200000000014,132.19999999999982,204.39999999999964
RU:3,Fog:3,238,3427.200000000014,132.19999999999982,204.39999999999964
RU:0,Fog:0,239,3441.600000000014,132.19999999999982,204.39999999999964
RU:1,Fog:1,239,3441.600000000014,132.19999999999982,204.39999999999964
RU:2,Fog:2,239,3441.600000000014,132.19999999999982,204.39999999999964
RU:3,Fog:3,239,3441.600000000014,132.19999999999982,204.39999999999964
RU:0,Fog:0,240,3456.000000000014,132.19999999999982,204.39999999999964
RU:1,Fog:1,240,3456.000000000014,132.19999999999982,204.39999999999964
RU:2,Fog:2,240,3456.000000000014,132.19999999999982,204.39999999999964
RU:3,Fog:3,240,3456.000000000014,132.19999999999982,204.39999999999964
RU:0,Fog:0,241,3470.400000000014,132.19999999999982,204.39999999999964
RU:1,Fog:1,241,3470.400000000014,132.19999999999982,204.39999999999964
RU:2,Fog:2,241,3470.400000000014,132.19999999999982,204.39999999999964
RU:3,Fog:3,241,3470.400000000014,132.19999999999982,204.39999999999964
RU:0,Fog:0,242,3484.8000000000143,132.19999999999982,204.39999999999964
RU:1,Fog:1,242,3484.8000000000143,132.19999999999982,204.39999999999964
RU:2,Fog:2,242,3484.8000000000143,132.19999999999982,204.39999999999964
RU:3,Fog:3,242,3484.8000000000143,132.19999999999982,204.39999999999964
RU:0,Fog:0,243,3499.2000000000144,132.19999999999982,204.39999999999964
RU:1,Fog:1,243,3499.2000000000144,132.19999999999982,204.39999999999964
RU:2,Fog:2,243,3499.2000000000144,132.19999999999982,204.39999999999964
RU:3,Fog:3,243,3499.2000000000144,132.19999999999982,204.39999999999964
RU:0,Fog:0,244,3513.6000000000145,132.19999999999982,204.39999999999964
RU:1,Fog:1,244,3513.6000000000145,132.19999999999982,204.39999999999964
RU:2,Fog:2,244,3513.6000000000145,132.19999999999982,204.39999999999964
RU:3,Fog:3,244,3513.6000000000145,132.19999999999982,204.39999999999964
RU:0,Fog:0,245,3528.0000000000146,132.19999999999982,204.39999999999964
RU:1,Fog:1,245,3528.0000000000146,132.19999999999982,204.39999999999964
RU:2,Fog:2,245,3528.0000000000146,132.19999999999982,204.39999999999964
RU:3,Fog:3,245,3528.0000000000146,132.19999999999982,204.39999999999964
RU:0,Fog:0,246,3542.4000000000146,132.19999999999982,204.39999999999964
RU:1,Fog:1,246,3542.4000000000146,132.19999999999982,204.39999999999964
RU:2,Fog:2,246,3542.4000000000146,132.19999999999982,204.39999999999964
RU:3,Fog:3,246,3542.4000000000146,132.19999999999982,204.39999999999964
RU:0,Fog:0,247,3556.8000000000147,132.19999999999982,204.39999999999964
RU:1,Fog:1,247,3556.8000000000147,132.19999999999982,204.39999999999964
RU:2,Fog:2,247,3556.8000000000147,132.19999999999982,204.39999999999964
RU:3,Fog:3,247,3556.8000000000147,132.19999999999982,204.39999999999964
RU:0,Fog:0,248,3571.200000000015,132.19999999999982,204.39999999999964
RU:1,Fog:1,248,3571.200000000015,132.19999999999982,204.39999999999964
RU:2,Fog:2,248,3571.200000000015,132.19999999999982,204.39999999999964
RU:3,Fog:3,248,3571.200000000015,132.19999999999982,204.39999999999964
RU:0,Fog:0,249,3585.600000000015,132.19999999999982,204.39999999999964
RU:1,Fog:1,249,3585.600000000015,132.19999999999982,204.39999999999964
RU:2,Fog:2,249,3585.600000000015,132.19999999999982,204.39999999999964
RU:3,Fog:3,249,3585.600000000015,132.19999999999982,204.39999999999964
RU:0,Fog:0,250,3600.000000000015,132.19999999999982,204.39999999999964
RU:1,Fog:1,250,3600.000000000015,132.19999999999982,204.39999999999964
RU:2,Fog:2,250,3600.000000000015,132.19999999999982,204.39999999999964
RU:3,Fog:3,250,3600.000000000015,132.19999999999982,204.39999999999964
RU:0,Fog:0,251,3614.400000000015,132.19999999999982,204.39999999999964
RU:1,Fog:1,251,3614.400000000015,132.19999999999982,204.39999999999964
RU:2,Fog:2,251,3614.400000000015,132.19999999999982,204.39999999999964
RU:3,Fog:3,251,3614.400000000015,132.19999999999982,204.39999999999964
RU:0,Fog:0,252,3628.800000000015,132.19999999999982,204.39999999999964
RU:1,Fog:1,252,3628.800000000015,132.19999999999982,204.39999999999964
RU:2,Fog:2,252,3628.800000000015,132.19999999999982,204.39999999999964
RU:3,Fog:3,252,3628.800000000015,132.19999999999982,204.39999999999964
RU:0,Fog:0,253,3643.2000000000153,132.19999999999982,204.39999999999964
RU:1,Fog:1,253,3643.2000000000153,132.19999999999982,204.39999999999964
RU:2,Fog:2,253,3643.2000000000153,132.19999999999982,204.39999999999964
RU:3,Fog:3,253,3643.2000000000153,132.19999999999982,204.39999999999964
RU:0,Fog:0,254,3657.6000000000154,132.19999999999982,204.39999999999964
RU:1,Fog:1,254,3657.6000000000154,132.19999999999982,204.39999999999964
RU:2,Fog:2,254,3657.6000000000154,132.19999999999982,204.39999999999964
RU:3,Fog:3,254,3657.6000000000154,132.19999999999982,204.39999999999964
RU:0,Fog:0,255,3672.0000000000155,132.19999999999982,204.39999999999964
RU:1,Fog:1,255,3672.0000000000155,132.19999999999982,204.39999999999964
RU:2,Fog:2,255,3672.0000000000155,132.19999999999982,204.39999999999964
RU:3,Fog:3,255,3672.0000000000155,132.19999999999982,204.39999999999964
RU:0,Fog:0,256,3686.4000000000156,132.19999999999982,204.39999999999964
RU:1,Fog:1,256,3686.4000000000156,132.19999999999982,204.39999999999964
RU:2,Fog:2,256,3686.4000000000156,132.19999999999982,204.39999999999964
RU:3,Fog:3,256,3686.4000000000156,132.19999999999982,204.39999999999964
RU:0,Fog:0,257,3700.8000000000156,132.19999999999982,204.39999999999964
RU:1,Fog:1,257,3700.8000000000156,132.19999999999982,204.39999999999964
RU:2,Fog:2,257,3700.8000000000156,132.19999999999982,204.39999999999964
RU:3,Fog:3,257,3700.8000000000156,132.19999999999982,204.39999999999964
RU:0,Fog:0,258,3715.2000000000157,132.19999999999982,204.39999999999964
RU:1,Fog:1,258,3715.2000000000157,132.19999999999982,204.39999999999964
RU:2,Fog:2,258,3715.2000000000157,132.19999999999982,204.39999999999964
RU:3,Fog:3,258,3715.2000000000157,132.19999999999982,204.39999999999964
RU:0,Fog:0,259,3729.600000000016,132.19999999999982,204.39999999999964
RU:1,Fog:1,259,3729.600000000016,132.19999999999982,204.39999999999964
RU:2,Fog:2,259,3729.600000000016,132.19999999999982,204.39999999999964
RU:3,Fog:3,259,3729.600000000016,132.19999999999982,204.39999999999964
RU:0,Fog:0,260,3744.000000000016,132.19999999999982,204.39999999999964
RU:1,Fog:1,260,3744.000000000016,132.19999999999982,204.39999999999964
RU:2,Fog:2,260,3744.000000000016,132.19999999999982,204.39999999999964
RU:3,Fog:3,260,3744.000000000016,132.19999999999982,204.39999999999964
RU:0,Fog:0,261,3758.400000000016,132.19999999999982,204.39999999999964
RU:1,Fog:1,261,3758.400000000016,132.19999999999982,204.39999999999964
RU:2,Fog:2,261,3758.400000000016,132.19999999999982,204.39999999999964
RU:3,Fog:3,261,3758.400000000016,132.19999999999982,204.39999999999964
RU:0,Fog:0,262,3772.800000000016,132.19999999999982,204.39999999999964
RU:1,Fog:1,262,3772.800000000016,132.19999999999982,204.39999999999964
RU:2,Fog:2,262,3772.800000000016,132.19999999999982,204.39999999999964
RU:3,Fog:3,262,3772.800000000016,132.19999999999982,204.39999999999964
RU:0,Fog:0,263,3787.200000000016,132.19999999999982,204.39999999999964
RU:1,Fog:1,263,3787.200000000016,132.19999999999982,204.39999999999964
RU:2,Fog:2,263,3787.200000000016,132.19999999999982,204.39999999999964
